"mapid","adxcode","regioncode","time","win","weights"
1,"7","1156513300","15",1,9
1,"9","1156530700","15",1,3
1,"3","1156650100","15",0,1
1,"1","1156530800","15",1,1
1,"1","1156430800","15",1,2
1,"1","1156130400","15",0,9
1,"6","1156450400","15",1,28
1,"6","1156441900","15",1,3
1,"5","1156330100","15",1,2
1,"4","1156211300","15",0,13
1,"7","1156140300","15",0,7
1,"5","1156520200","15",1,5
1,"9","1156650200","15",1,11
1,"7","1156450200","15",1,14
1,"7","1156110000","15",1,16
1,"2","1156441900","15",1,6
1,"10","1156130100","15",1,75
1,"8","1156330900","15",0,1
1,"8","1156210800","15",0,12
1,"5","1156110000","15",1,5
1,"10","1156650500","15",1,6
1,"6","1156341600","15",0,15
1,"6","1156330800","15",0,12
1,"2","1156410700","15",0,4
1,"8","1156620100","15",1,7
1,"9","1156420600","15",0,6
1,"4","1156131100","15",0,22
1,"3","1156140100","15",0,8
1,"1","1156110000","15",1,7
1,"10","1156110000","15",0,4
1,"10","1156321000","15",0,1
1,"4","1156320400","15",0,1
1,"6","1156650100","15",1,11
1,"10","1156310000","15",1,8
1,"1","1156230100","15",1,2
1,"9","1156441200","15",1,13
1,"9","1156120000","15",1,4
1,"3","1156520100","15",1,11
1,"7","1156320700","15",1,1
1,"10","1156441800","15",1,10
1,"4","1156411400","15",0,86
1,"2","1156150600","15",0,1
1,"5","1156110000","15",1,6
1,"3","1156513200","15",0,6
1,"10","1156120000","15",1,7
1,"9","1156610100","15",1,3
1,"6","1156659000","15",0,8
1,"10","1156450900","15",0,6
1,"7","1156360700","15",1,7
1,"1","1156632800","15",1,6
1,"8","1156220600","15",0,6
1,"7","1156513200","15",1,9
1,"1","1156220100","15",1,1
1,"7","1156520100","15",0,1
1,"4","1156152200","15",0,1
1,"1","1156610500","15",1,12
1,"1","1156360200","15",0,11
1,"9","1156120000","15",0,3
1,"3","1156610900","15",0,1
1,"2","1156640400","15",1,11
1,"10","1156371500","15",1,1
1,"5","1156220100","15",0,3
1,"6","1156350200","15",1,18
1,"3","1156370800","15",1,1
1,"2","1156211000","15",1,6
1,"3","1156610500","15",0,3
1,"2","1156530300","15",0,26
1,"5","1156211000","15",0,5
1,"3","1156460200","15",1,1
1,"10","1156411100","15",1,19
1,"2","1156431100","15",0,2
1,"5","1156640400","15",0,6
1,"8","1156522700","15",0,3
1,"8","1156420600","15",1,18
1,"5","1156621200","15",1,2
1,"1","1156620100","15",0,2
1,"8","1156370300","15",0,4
1,"2","1156610600","15",1,16
1,"4","1156441800","15",1,1
1,"6","1156222400","15",0,2
1,"5","1156430400","15",1,6
1,"7","1156150100","15",0,133
1,"7","1156222400","15",1,4
1,"2","1156532600","15",1,3
1,"5","1156621100","15",0,6
1,"2","1156350600","15",1,22
1,"5","1156450900","15",0,1
1,"2","1156430900","15",1,3
1,"10","1156210200","15",0,2
1,"9","1156511300","15",0,1
1,"1","1156510300","15",1,22
1,"7","1156522300","15",0,13
1,"8","1156371500","15",0,1
1,"10","1156420500","15",1,1
1,"1","1156520200","15",1,3
1,"2","1156441600","15",0,2
1,"3","1156360900","15",1,2
1,"1","1156610800","15",0,19
1,"10","1156341000","15",1,7
1,"3","1156110000","15",0,13
1,"7","1156210100","15",0,31
1,"10","1156210200","15",1,2
1,"4","1156450400","15",1,8
1,"10","1156450300","15",0,1
1,"1","1156530700","15",1,18
1,"10","1156630100","15",1,31
1,"1","1156620900","15",0,5
1,"6","1156620900","15",0,1
1,"3","1156450400","15",0,1
1,"3","1156441800","15",1,2
1,"9","1156430300","15",1,8
1,"8","1156511100","15",0,6
1,"10","1156510600","15",0,2
1,"9","1156431200","15",1,3
1,"5","1156511500","15",0,1
1,"8","1156120000","15",1,2
1,"1","1156429000","15",1,21
1,"2","1156350200","15",0,4
1,"1","1156150400","15",0,22
1,"2","1156620400","15",1,3
1,"6","1156610900","15",0,19
1,"10","1156431300","15",0,1
1,"6","1156330700","15",1,20
1,"6","1156310000","15",1,2
1,"8","1156410700","15",0,61
1,"10","1156120000","15",1,7
1,"7","1156511700","15",1,1
1,"6","1156451300","15",0,1
1,"5","1156411300","15",0,92
1,"4","1156610700","15",0,6
1,"2","1156330100","15",0,8
1,"9","1156510400","15",1,21
1,"3","1156450500","15",1,7
1,"4","1156310000","15",0,2
1,"9","1156320400","15",1,8
1,"1","1156231100","15",1,11
1,"8","1156150100","15",0,128
1,"8","1156220300","15",1,42
1,"4","1156140200","15",1,10
1,"3","1156450200","15",1,5
1,"4","1156120000","15",0,2
1,"6","1156511400","15",1,2
1,"5","1156500000","15",0,5
1,"8","1156520200","15",0,2
1,"7","1156130500","15",1,95
1,"2","1156310000","15",1,7
1,"5","1156230500","15",1,23
1,"3","1156370900","15",0,1
1,"10","1156371600","15",1,12
1,"8","1156340100","15",1,3
1,"1","1156411000","15",0,74
1,"6","1156210200","15",1,1
1,"5","1156140300","15",0,1
1,"4","1156620300","15",0,5
1,"10","1156620400","15",1,1
1,"8","1156140400","15",1,17
1,"1","1156620900","15",1,7
1,"3","1156410300","15",0,133
1,"10","1156320400","15",1,4
1,"7","1156150600","15",0,9
1,"2","1156510300","15",0,6
1,"5","1156429000","15",1,1
1,"7","1156500000","15",0,2
1,"2","1156320200","15",0,1
1,"5","1156440100","15",0,2
1,"8","1156650500","15",0,1
1,"6","1156140600","15",0,9
1,"4","1156320400","15",1,2
1,"5","1156150800","15",0,8
1,"2","1156340100","15",0,2
1,"9","1156370800","15",0,4
1,"4","1156620200","15",0,4
1,"4","1156210100","15",0,1
1,"5","1156440800","15",1,2
1,"4","1156210100","15",1,3
1,"8","1156110000","15",0,3
1,"5","1156441500","15",0,1
1,"4","1156620200","15",1,3
1,"5","1156340800","15",0,6
1,"9","1156411000","15",0,2
1,"9","1156620800","15",0,7
1,"5","1156211200","15",0,4
1,"7","1156330900","15",1,6
1,"9","1156450700","15",1,4
1,"5","1156410900","15",1,3
1,"10","1156500000","15",1,3
1,"8","1156451100","15",0,10
1,"5","1156320100","15",1,5
1,"10","1156371300","15",1,1
1,"8","1156420500","15",1,7
1,"2","1156330100","15",1,3
1,"10","1156532500","15",0,2
1,"3","1156340300","15",1,2
1,"3","1156420700","15",0,8
1,"8","1156150900","15",0,9
1,"7","1156230100","15",1,1
1,"2","1156130700","15",0,1
1,"1","1156445200","15",0,1
1,"6","1156330500","15",1,1
1,"7","1156410600","15",0,50
1,"10","1156340200","15",1,7
1,"3","1156450100","15",1,1
1,"5","1156341500","15",0,4
1,"2","1156532300","15",0,4
1,"10","1156370400","15",1,4
1,"7","1156340100","15",1,2
1,"9","1156620900","15",0,4
1,"4","1156150400","15",1,19
1,"1","1156532900","15",0,10
1,"1","1156230200","15",1,5
1,"6","1156510700","15",0,2
1,"9","1156140700","15",0,4
1,"7","1156440600","15",1,1
1,"4","1156320100","15",0,7
1,"1","1156370600","15",1,1
1,"7","1156410100","15",1,1
1,"3","1156370600","15",0,1
1,"5","1156320100","15",0,5
1,"4","1156440100","15",1,4
1,"5","1156532800","15",0,7
1,"6","1156450700","15",0,3
1,"9","1156350600","15",0,1
1,"2","1156211000","15",1,19
1,"2","1156331000","15",1,1
1,"1","1156220300","15",1,9
1,"5","1156131100","15",0,35
1,"8","1156371600","15",0,3
1,"6","1156350100","15",1,1
1,"1","1156350800","15",0,3
1,"3","1156320500","15",0,1
1,"7","1156330500","15",1,1
1,"7","1156130300","15",1,7
1,"7","1156211100","15",1,5
1,"4","1156620200","15",0,1
1,"1","1156500000","15",1,3
1,"8","1156530100","15",0,1
1,"8","1156410100","15",1,3
1,"9","1156532600","15",1,6
1,"6","1156433100","15",0,1
1,"2","1156411200","15",1,9
1,"6","1156371400","15",1,2
1,"9","1156320200","15",0,10
1,"6","1156532600","15",0,9
1,"5","1156220400","15",0,3
1,"3","1156440300","15",0,2
1,"7","1156411700","15",1,35
1,"1","1156330300","15",1,1
1,"8","1156340700","15",1,5
1,"9","1156110000","15",1,8
1,"1","1156320600","15",1,1
1,"9","1156513300","15",0,1
1,"9","1156340100","15",1,5
1,"2","1156330100","15",1,5
1,"4","1156513300","15",0,1
1,"1","1156370700","15",1,5
1,"2","1156140200","15",0,2
1,"2","1156330900","15",0,3
1,"6","1156350800","15",1,1
1,"4","1156152200","15",1,1
1,"5","1156330800","15",1,14
1,"9","1156211400","15",1,3
1,"4","1156320100","15",0,3
1,"2","1156652900","15",1,3
1,"5","1156120000","15",0,5
1,"5","1156522300","15",0,5
1,"4","1156632800","15",1,2
1,"10","1156610100","15",1,4
1,"3","1156360300","15",1,5
1,"7","1156360500","15",0,2
1,"9","1156370100","15",1,5
1,"10","1156510400","15",0,4
1,"4","1156360300","15",0,12
1,"8","1156321100","15",1,4
1,"3","1156320500","15",1,2
1,"5","1156220500","15",0,2
1,"6","1156350700","15",1,7
1,"9","1156410200","15",0,7
1,"10","1156431000","15",1,17
1,"9","1156360600","15",0,12
1,"10","1156632800","15",0,3
1,"3","1156640300","15",1,3
1,"9","1156513400","15",1,1
1,"10","1156130200","15",0,5
1,"2","1156210600","15",1,2
1,"10","1156510100","15",0,1
1,"6","1156130100","15",1,3
1,"2","1156451400","15",1,3
1,"6","1156340400","15",1,6
1,"6","1156210200","15",0,3
1,"8","1156500000","15",1,1
1,"8","1156131000","15",1,8
1,"8","1156340300","15",1,7
1,"6","1156140100","15",0,1
1,"7","1156411400","15",1,1
1,"7","1156152900","15",1,4
1,"2","1156640300","15",1,13
1,"7","1156511600","15",0,2
1,"3","1156211000","15",1,20
1,"7","1156511400","15",0,4
1,"5","1156370700","15",0,1
1,"9","1156150100","15",1,2
1,"4","1156441300","15",0,3
1,"4","1156350300","15",1,12
1,"3","1156220500","15",0,1
1,"9","1156340100","15",0,4
1,"7","1156130100","15",1,1
1,"2","1156654000","15",1,1
1,"8","1156511000","15",0,1
1,"4","1156620300","15",1,1
1,"4","1156210700","15",0,5
1,"2","1156421300","15",0,16
1,"4","1156330300","15",1,13
1,"3","1156420300","15",0,2
1,"9","1156341100","15",0,2
1,"10","1156130400","15",1,3
1,"7","1156532900","15",0,13
1,"5","1156210200","15",0,5
1,"8","1156330200","15",1,1
1,"9","1156230600","15",0,10
1,"6","1156211200","15",1,1
1,"3","1156220700","15",0,6
1,"9","1156430200","15",0,2
1,"8","1156310000","15",1,2
1,"5","1156440100","15",0,8
1,"2","1156620800","15",1,7
1,"5","1156430200","15",0,8
1,"9","1156441200","15",0,1
1,"10","1156361000","15",1,9
1,"5","1156341300","15",0,1
1,"5","1156330300","15",0,3
1,"5","1156500000","15",1,2
1,"7","1156530900","15",0,4
1,"1","1156510600","15",1,2
1,"5","1156150700","15",0,17
1,"3","1156411400","15",0,1
1,"2","1156320500","15",1,3
1,"1","1156220400","15",1,11
1,"9","1156131000","15",0,4
1,"9","1156411700","15",0,1
1,"7","1156152200","15",0,6
1,"2","1156310000","15",0,1
1,"1","1156450100","15",1,2
1,"8","1156210200","15",1,12
1,"9","1156130100","15",1,1
1,"8","1156371200","15",1,4
1,"10","1156513200","15",0,1
1,"3","1156320900","15",1,2
1,"10","1156410100","15",0,3
1,"1","1156441400","15",1,1
1,"4","1156440300","15",1,1
1,"1","1156360100","15",1,2
1,"10","1156420100","15",1,2
1,"10","1156341600","15",1,1
1,"6","1156511700","15",0,6
1,"6","1156150500","15",0,2
1,"2","1156230200","15",1,1
1,"9","1156370900","15",1,4
1,"7","1156640100","15",0,1
1,"8","1156130200","15",1,18
1,"6","1156520500","15",0,13
1,"1","1156445100","15",1,1
1,"5","1156350500","15",0,9
1,"8","1156440500","15",1,1
1,"10","1156370200","15",0,5
1,"8","1156321000","15",0,6
1,"5","1156230600","15",1,2
1,"10","1156451300","15",0,2
1,"6","1156420100","15",0,7
1,"1","1156511700","15",0,1
1,"8","1156330200","15",0,1
1,"1","1156510500","15",0,2
1,"6","1156371500","15",0,1
1,"3","1156210200","15",1,1
1,"6","1156330700","15",0,6
1,"9","1156140100","15",0,3
1,"7","1156310000","15",1,7
1,"8","1156429000","15",1,5
1,"2","1156230500","15",0,2
1,"7","1156621000","15",0,13
1,"6","1156350200","15",1,6
1,"1","1156440400","15",1,7
1,"10","1156440700","15",1,1
1,"6","1156500000","15",1,2
1,"2","1156440500","15",0,1
1,"4","1156640200","15",0,9
1,"10","1156370200","15",1,1
1,"7","1156331100","15",0,2
1,"3","1156330400","15",0,1
1,"10","1156421100","15",1,10
1,"6","1156430200","15",1,1
1,"10","1156210100","15",1,2
1,"9","1156320100","15",0,4
1,"5","1156330300","15",1,1
1,"2","1156330300","15",0,1
1,"8","1156140400","15",0,3
1,"1","1156360800","15",1,1
1,"7","1156210100","15",0,4
1,"5","1156520500","15",1,4
1,"10","1156610700","15",0,1
1,"5","1156640200","15",1,13
1,"9","1156430900","15",1,2
1,"6","1156330300","15",0,2
1,"10","1156410800","15",1,10
1,"8","1156520100","15",1,1
1,"2","1156320400","15",1,1
1,"2","1156330200","15",1,4
1,"5","1156131000","15",1,1
1,"9","1156350200","15",1,1
1,"2","1156230100","15",1,1
1,"5","1156654300","15",0,4
1,"2","1156411100","15",1,4
1,"3","1156440400","15",0,4
1,"5","1156230400","15",1,11
1,"8","1156140400","15",1,128
1,"1","1156653000","15",1,3
1,"3","1156640100","15",0,19
1,"7","1156450000","15",1,1
1,"10","1156140100","15",0,8
1,"8","1156441200","15",0,1
1,"3","1156321000","15",1,1
1,"9","1156640200","15",1,4
1,"2","1156610800","15",1,1
1,"2","1156120000","15",0,18657
1,"3","1156511100","15",0,4
1,"2","1156230800","15",1,1
1,"3","1156320700","15",1,9
1,"10","1156130000","15",1,3
1,"1","1156230900","15",1,6
1,"4","1156623000","15",1,3
1,"4","1156130100","15",0,6
1,"6","1156320400","15",1,1
1,"2","1156230300","15",1,3
1,"9","1156410100","15",0,299
1,"1","1156513300","15",1,1
1,"1","1156140800","15",1,183
1,"3","1156140200","15",0,1
1,"7","1156370200","15",0,3
1,"7","1156410300","15",1,1
1,"8","1156520400","15",1,4
1,"6","1156330400","15",0,1
1,"3","1156620600","15",0,8
1,"9","1156511800","15",0,1
1,"1","1156520100","15",0,1
1,"3","1156441900","15",1,3
1,"3","1156130200","15",1,1
1,"8","1156510100","15",1,1
1,"5","1156654300","15",1,9
1,"9","1156330100","15",1,3
1,"3","1156440300","15",1,3
1,"10","1156410300","15",1,2
1,"4","1156371000","15",0,1
1,"5","1156510900","15",1,2
1,"5","1156370100","15",0,5
1,"10","1156361100","15",1,1
1,"6","1156410100","15",0,3
1,"4","1156450800","15",0,1
1,"6","1156530700","15",1,1
1,"6","1156230800","15",0,2
1,"4","1156130500","15",0,4
1,"3","1156211200","15",0,3
1,"2","1156340500","15",0,1
1,"9","1156350500","15",0,1
1,"7","1156450800","15",1,4
1,"3","1156520100","15",0,7
1,"3","1156632200","15",0,1
1,"3","1156110000","15",1,4
1,"2","1156131000","15",0,1
1,"2","1156310000","15",1,6
1,"3","1156653200","15",1,3
1,"2","1156632500","15",1,3
1,"6","1156440600","15",1,1
1,"4","1156210200","15",1,202
1,"8","1156411400","15",1,53
1,"7","1156150100","15",1,3
1,"1","1156445300","15",1,1
1,"3","1156331100","15",1,9
1,"4","1156445200","15",1,1
1,"1","1156140200","15",1,5
1,"9","1156421000","15",0,1
1,"5","1156441800","15",0,2
1,"10","1156360600","15",1,13
1,"1","1156320100","15",1,1
1,"1","1156530400","15",1,2
1,"4","1156330200","15",0,2
1,"2","1156410500","15",0,1
1,"3","1156654000","15",0,1
1,"7","1156210500","15",1,4
1,"1","1156360800","15",1,5
1,"6","1156440100","15",0,1
1,"9","1156511800","15",1,2
1,"6","1156152900","15",0,1
1,"7","1156130200","15",1,6
1,"3","1156429000","15",0,3
1,"4","1156360900","15",0,9
1,"8","1156450200","15",0,2
1,"9","1156520100","15",1,2
1,"9","1156410400","15",0,88
1,"1","1156140300","15",0,186
1,"10","1156441300","15",0,6923
1,"9","1156130400","15",1,70
1,"1","1156131100","15",0,23
1,"4","1156130400","15",0,98
1,"10","1156410700","15",0,32
1,"10","1156411300","15",0,58
1,"6","1156130300","15",0,36
1,"7","1156130200","15",1,11
1,"5","1156211200","15",0,7
1,"1","1156411100","15",1,21
1,"9","1156210100","15",0,127
1,"6","1156210200","15",0,90
1,"9","1156140100","15",0,730
1,"5","1156210100","15",0,67
1,"7","1156131000","15",0,88
1,"5","1156411200","15",0,48
1,"4","1156110000","15",0,337
1,"5","1156220300","15",0,784
1,"8","1156130100","15",0,159
1,"1","1156410200","15",1,22
1,"5","1156140400","15",0,252
1,"3","1156411700","15",0,112
1,"9","1156131000","15",0,36
1,"10","1156130200","15",0,78
1,"5","1156220500","15",1,125
1,"7","1156410300","15",0,25
1,"9","1156110000","15",1,36
1,"9","1156140200","15",1,20
1,"5","1156410800","15",0,69
1,"4","1156410900","15",0,39
1,"5","1156220500","15",0,302
1,"2","1156140100","15",0,297
1,"3","1156210200","15",1,22
1,"8","1156110000","15",1,144
1,"8","1156110000","15",0,2736
1,"3","1156131100","15",1,31
1,"8","1156130100","15",0,68
1,"8","1156110000","15",1,196
1,"10","1156210200","15",0,246
1,"7","1156140100","15",1,165
1,"6","1156130100","15",1,27
1,"9","1156130400","15",0,46
1,"7","1156210200","15",1,119
1,"2","1156130500","15",0,68
1,"7","1156130600","15",1,84
1,"7","1156440100","15",1,1391
1,"7","1156220200","15",0,1776
1,"4","1156130600","15",0,83
1,"1","1156130900","15",1,50
1,"4","1156410300","15",1,30
1,"10","1156120000","15",0,6364
1,"8","1156120000","15",1,730
1,"6","1156130700","15",1,14
1,"7","1156441700","15",0,1294
1,"4","1156140800","15",0,531
1,"9","1156130900","15",0,77
1,"3","1156210900","15",0,20
1,"10","1156210400","15",1,28
1,"3","1156140900","15",0,281
1,"5","1156140500","15",0,102
1,"4","1156140200","15",0,420
1,"10","1156140800","15",0,298
1,"8","1156410100","15",0,134
1,"1","1156130100","15",0,80
1,"8","1156110000","15",0,3
1,"8","1156140200","15",1,122
1,"7","1156220100","15",0,5734
1,"8","1156130900","15",1,5
1,"9","1156442000","15",1,518
1,"8","1156410200","15",0,1
1,"6","1156130400","15",1,17
1,"5","1156140400","15",1,30
1,"1","1156410800","15",1,29
1,"9","1156150300","15",1,31
1,"2","1156210100","15",0,34
1,"3","1156411400","15",0,66
1,"7","1156120000","15",1,2001
1,"2","1156210400","15",1,2
1,"9","1156411600","15",1,2
1,"9","1156411600","15",0,51
1,"1","1156131100","15",1,7
1,"9","1156141100","15",1,111
1,"1","1156210300","15",0,60
1,"3","1156211300","15",0,18
1,"8","1156141000","15",0,280
1,"6","1156141100","15",0,333
1,"4","1156140700","15",0,406
1,"5","1156110000","15",1,8
1,"1","1156210200","15",0,78
1,"7","1156140100","15",1,235
1,"10","1156410500","15",0,55
1,"4","1156222400","15",0,229
1,"10","1156410200","15",0,45
1,"9","1156130600","15",1,3
1,"10","1156140900","15",0,159
1,"1","1156130200","15",1,62
1,"7","1156440200","15",1,201
1,"2","1156210700","15",1,4
1,"5","1156410100","15",1,36
1,"1","1156440700","15",1,263
1,"3","1156210800","15",1,35
1,"4","1156211400","15",1,21
1,"8","1156110000","15",1,2
1,"8","1156410100","15",0,9
1,"5","1156411500","15",0,28
1,"6","1156210900","15",1,7
1,"10","1156141000","15",1,117
1,"5","1156130500","15",0,24
1,"6","1156141100","15",0,240
1,"8","1156140100","15",1,24
1,"4","1156130100","15",0,2
1,"6","1156440200","15",0,1280
1,"9","1156411200","15",1,23
1,"3","1156410200","15",0,27
1,"8","1156410900","15",0,14
1,"8","1156211200","15",0,23
1,"3","1156410900","15",1,20
1,"5","1156411700","15",0,38
1,"5","1156141100","15",1,4
1,"9","1156411200","15",1,8
1,"8","1156211400","15",0,19
1,"1","1156130200","15",0,39
1,"3","1156130900","15",0,46
1,"4","1156140300","15",0,46
1,"7","1156410400","15",0,22
1,"10","1156220100","15",0,3003
1,"8","1156140500","15",0,241
1,"7","1156441600","15",0,1394
1,"9","1156130500","15",0,1
1,"7","1156410800","15",0,20
1,"6","1156131000","15",1,44
1,"9","1156211100","15",1,18
1,"1","1156411600","15",0,50
1,"7","1156220700","15",0,587
1,"8","1156140100","15",0,829
1,"8","1156220800","15",0,310
1,"9","1156410500","15",1,18
1,"2","1156410300","15",0,24
1,"6","1156210700","15",1,22
1,"10","1156130900","15",1,13
1,"3","1156411100","15",0,20
1,"10","1156210600","15",0,5
1,"7","1156140600","15",1,7
1,"3","1156140700","15",1,170
1,"3","1156210400","15",0,18
1,"3","1156411500","15",1,2
1,"7","1156411000","15",0,32
1,"1","1156140100","15",1,58
1,"9","1156140700","15",1,31
1,"2","1156445100","15",1,142
1,"2","1156140900","15",1,82
1,"7","1156140700","15",0,159
1,"4","1156442000","15",1,260
1,"10","1156210800","15",1,2
1,"3","1156210100","15",1,113
1,"7","1156210600","15",1,2
1,"9","1156411100","15",0,36
1,"9","1156210900","15",0,1
1,"4","1156210800","15",0,4
1,"3","1156140100","15",0,1
1,"6","1156211000","15",1,6
1,"10","1156411500","15",0,49
1,"3","1156211100","15",0,11
1,"2","1156210200","15",0,2
1,"10","1156220300","15",0,25
1,"3","1156210100","15",1,44
1,"6","1156110000","15",1,13
1,"3","1156130500","15",1,7
1,"9","1156120000","15",0,4366
1,"9","1156130600","15",1,10
1,"1","1156140300","15",1,82
1,"5","1156410500","15",1,41
1,"10","1156210600","15",1,17
1,"6","1156410300","15",1,6
1,"4","1156441900","15",1,579
1,"8","1156141000","15",0,522
1,"5","1156440300","15",1,1343
1,"7","1156445100","15",0,1076
1,"9","1156411200","15",0,19
1,"3","1156411300","15",1,19
1,"2","1156440500","15",1,457
1,"10","1156140300","15",1,16
1,"7","1156410500","15",0,17
1,"9","1156130300","15",0,17
1,"9","1156210700","15",0,16
1,"2","1156410400","15",1,41
1,"8","1156130700","15",1,17
1,"6","1156150100","15",1,122
1,"2","1156130300","15",1,4
1,"9","1156130200","15",0,14
1,"3","1156210600","15",0,14
1,"1","1156210900","15",0,6
1,"9","1156140400","15",0,169
1,"4","1156411000","15",1,9
1,"2","1156211100","15",1,2
1,"1","1156131000","15",1,9
1,"5","1156211200","15",1,23
1,"7","1156441500","15",0,1402
1,"9","1156210500","15",1,11
1,"9","1156410800","15",1,3
1,"2","1156130600","15",0,13
1,"1","1156441400","15",0,1461
1,"2","1156210400","15",0,1
1,"9","1156211000","15",1,3
1,"9","1156130600","15",1,19
1,"10","1156140500","15",1,52
1,"6","1156210500","15",0,15
1,"10","1156150600","15",0,64
1,"6","1156211400","15",0,16
1,"5","1156410800","15",1,4
1,"3","1156130200","15",1,7
1,"8","1156210800","15",0,12
1,"7","1156220100","15",1,503
1,"9","1156130700","15",0,11
1,"9","1156140600","15",1,35
1,"9","1156130700","15",1,1
1,"5","1156220100","15",1,110
1,"4","1156220600","15",0,316
1,"2","1156441600","15",0,55
1,"3","1156130200","15",0,2
1,"2","1156445300","15",1,82
1,"1","1156210100","15",1,1
1,"3","1156220500","15",0,616
1,"6","1156411700","15",1,2
1,"3","1156140100","15",0,54
1,"4","1156211300","15",1,23
1,"5","1156410200","15",0,8
1,"4","1156211300","15",0,11
1,"3","1156131000","15",1,9
1,"5","1156210300","15",0,13
1,"2","1156211000","15",0,19
1,"10","1156220100","15",0,2568
1,"9","1156410700","15",1,9
1,"1","1156210100","15",1,15
1,"10","1156410400","15",1,13
1,"5","1156141000","15",1,20
1,"9","1156130900","15",1,3
1,"8","1156140900","15",1,2
1,"2","1156220200","15",0,925
1,"6","1156410600","15",1,4
1,"1","1156441900","15",1,1293
1,"2","1156130400","15",0,4
1,"3","1156140100","15",0,42
1,"5","1156210300","15",1,7
1,"1","1156411500","15",1,7
1,"3","1156410200","15",1,9
1,"5","1156410100","15",0,1
1,"2","1156150100","15",1,72
1,"1","1156222400","15",0,866
1,"4","1156440800","15",0,20
1,"9","1156441500","15",1,168
1,"5","1156140600","15",0,96
1,"2","1156130500","15",0,1
1,"1","1156410100","15",1,6
1,"6","1156210100","15",1,2
1,"1","1156140900","15",1,35
1,"9","1156222400","15",1,43
1,"8","1156411000","15",1,2
1,"5","1156140200","15",0,73
1,"4","1156222400","15",0,242
1,"5","1156211300","15",1,5
1,"7","1156210500","15",1,17
1,"5","1156140600","15",0,68
1,"4","1156210200","15",1,12
1,"9","1156130100","15",1,2
1,"5","1156411600","15",1,7
1,"2","1156211400","15",1,1
1,"9","1156220200","15",1,402
1,"6","1156220300","15",0,419
1,"6","1156120000","15",1,401
1,"6","1156150400","15",1,83
1,"2","1156141100","15",1,37
1,"3","1156210700","15",0,2
1,"5","1156220100","15",1,496
1,"2","1156220400","15",0,217
1,"2","1156110000","15",0,719
1,"5","1156110000","15",0,15
1,"2","1156210100","15",0,2
1,"5","1156110000","15",0,24635
1,"2","1156210500","15",0,3
1,"8","1156440100","15",0,42
1,"1","1156211200","15",1,1
1,"5","1156210100","15",0,6
1,"1","1156220400","15",1,64
1,"3","1156140500","15",0,6
1,"2","1156210800","15",1,2
1,"2","1156442000","15",1,12
1,"4","1156150700","15",1,77
1,"6","1156110000","15",0,1259
1,"2","1156120000","15",0,97
1,"5","1156120000","15",0,38
1,"4","1156440100","15",1,38
1,"8","1156140900","15",0,3
1,"2","1156110000","15",1,517
1,"4","1156120000","15",0,31
1,"6","1156441300","15",1,543
1,"8","1156220700","15",0,513
1,"6","1156141000","15",0,2
1,"5","1156441800","15",1,164
1,"10","1156441400","15",1,180
1,"10","1156441600","15",0,4
1,"7","1156440900","15",1,344
1,"2","1156220200","15",0,455
1,"3","1156440100","15",0,134
1,"9","1156120000","15",0,188
1,"9","1156120000","15",1,8
1,"1","1156220300","15",1,147
1,"4","1156140100","15",0,8
1,"5","1156110000","15",0,356
1,"3","1156140100","15",0,14
1,"6","1156110000","15",0,175
1,"8","1156220200","15",1,100
1,"1","1156140700","15",1,1
1,"1","1156140800","15",1,31
1,"4","1156441700","15",1,194
1,"4","1156220800","15",0,71
1,"9","1156140100","15",1,9
1,"7","1156445200","15",0,4
1,"10","1156150500","15",1,24
1,"1","1156140500","15",1,12
1,"4","1156120000","15",0,111
1,"1","1156120000","15",0,64
1,"2","1156441900","15",0,38
1,"6","1156141100","15",0,4
1,"6","1156220100","15",0,97
1,"10","1156442000","15",0,86
1,"7","1156150900","15",1,14
1,"6","1156440300","15",1,19
1,"3","1156120000","15",1,60
1,"4","1156222400","15",1,134
1,"1","1156441200","15",1,170
1,"10","1156440900","15",0,5
1,"10","1156140200","15",1,1
1,"1","1156150200","15",0,96
1,"8","1156440400","15",1,266
1,"9","1156150400","15",0,76
1,"10","1156110000","15",1,190
1,"5","1156220100","15",1,10
1,"9","1156120000","15",1,41
1,"3","1156441900","15",1,8
1,"7","1156141000","15",1,2
1,"3","1156141100","15",0,8
1,"6","1156140500","15",0,4
1,"2","1156445100","15",1,5
1,"10","1156441300","15",0,115
1,"5","1156140200","15",0,7
1,"5","1156141000","15",0,3
1,"6","1156440800","15",1,7
1,"7","1156220800","15",1,87
1,"8","1156440700","15",1,7
1,"1","1156442000","15",1,9
1,"5","1156220700","15",1,115
1,"1","1156150800","15",0,59
1,"2","1156441600","15",1,157
1,"7","1156141000","15",1,2
1,"1","1156445200","15",0,3
1,"8","1156440500","15",1,1
1,"6","1156120000","15",1,21
1,"5","1156441500","15",0,19
1,"9","1156120000","15",0,3
1,"5","1156220100","15",0,23
1,"5","1156120000","15",0,18
1,"3","1156140400","15",1,1
1,"10","1156220700","15",1,154
1,"10","1156440300","15",0,6
1,"4","1156120000","15",1,14
1,"10","1156140200","15",0,4
1,"3","1156220400","15",0,162
1,"1","1156445200","15",1,6
1,"10","1156440600","15",1,5
1,"8","1156445100","15",0,1
1,"4","1156440300","15",0,53
1,"8","1156150200","15",1,96
1,"8","1156140600","15",0,4
